term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Instructor Related Questions: Sudhakaran Prabakaran,The instructor displayed enthusiasm for the course.,5,4.2,4.71,4.63,4.0,5.0,5.0,1,4,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Instructor Effectiveness: Sudhakaran Prabakaran,What is your overall rating of this instructor's teaching effectiveness?,5,4.0,4.72,4.6,4.0,5.0,5.0,1,3,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""N/A"", ""Online course material was sufficient. The professor was so slow to respond to emails and largely unavailable throughout the semester.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""N/A"", ""When assignments were graded, the instructor provided ample feedback. He also ensured that all resources that we needed for assignments were available through the course page.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""N/A"", ""Primarily, the instructor could grade assignments in a more timely manner. To not receive any grades until the last few weeks of the semester is not only frustrating, but it is unfair. It does not provide students an opportunity to review and discuss feedback with the professor. It does not allow students the opportunity to adjust their work for future submissions to better align with the professor's standards. Had rubrics been provided this may have been helpful. Often times assignments would ask students to name or list something. Then the professor would deduct ample points for not providing enough detail. Had the amount of detail or other requirements been specified, this would not be an issue. Had the professor provided timely feedback, this would not be an ongoing issu.e""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""N/A"", ""There should be some kind of rating system or scaled scoring to account for group projects. Working as a group in a remote course where students are located all over the world is incredibly difficult to coordinate. There should be some system to hold group members accountable or to ensure all students are graded fairly. While I do not think this should be necessary for a graduate level course, it would be incredibly helpful. Beyond the grading, the group projects and lack of responsibility and communication between other students was a top stressor for this class.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""N/A"", ""N/A– there was no synchronous class""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 5, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT5700-01 Interactions Proteins Biopharm  (Sudhakaran Prabakaran),17,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 4, ""5-7"": 1, ""3-4"": 0, ""0-2"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,20,4.75,4.59,4.5,5.0,5.0,5.0,15,5,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,20,4.65,4.38,4.36,5.0,5.0,5.0,13,7,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,20,4.55,4.42,4.26,5.0,5.0,5.0,12,7,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,20,4.85,4.68,4.69,5.0,5.0,5.0,17,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,21,4.67,4.62,4.56,5.0,5.0,5.0,15,5,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,21,4.43,4.51,4.45,5.0,5.0,5.0,13,4,4,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Learning Related Questions,In-class sessions were helpful for learning.,21,4.86,4.63,4.29,5.0,5.0,5.0,18,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,21,4.76,4.44,4.36,5.0,5.0,5.0,16,5,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Learning Related Questions,This course was intellectually challenging.,21,4.67,4.51,4.38,5.0,5.0,5.0,16,3,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Learning Related Questions,I learned a lot in this course.,21,4.9,4.64,4.48,5.0,5.0,5.0,19,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor came to class prepared to teach.,21,4.9,4.7,4.6,5.0,5.0,5.0,19,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor used class time effectively.,21,4.9,4.67,4.51,5.0,5.0,5.0,19,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor clearly communicated ideas and information.,21,4.9,4.66,4.53,5.0,5.0,5.0,19,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor provided sufficient feedback.,21,4.86,4.57,4.52,5.0,5.0,5.0,18,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor fairly evaluated my performance.,21,4.86,4.59,4.6,5.0,5.0,5.0,18,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor was available to assist students outside of class.,21,4.9,4.58,4.6,5.0,5.0,5.0,19,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor facilitated a respectful and inclusive learning environment.,21,4.95,4.77,4.66,5.0,5.0,5.0,20,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Related Questions: Dennis Fernandes,The instructor displayed enthusiasm for the course.,21,4.95,4.71,4.63,5.0,5.0,5.0,20,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Instructor Effectiveness: Dennis Fernandes,What is your overall rating of this instructor's teaching effectiveness?,21,4.95,4.72,4.6,5.0,5.0,5.0,20,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for BIOT6214-01 Experimental Design/Biostats  (Dennis Fernandes),26,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""I really liked the course and was insightful to share ideas with colleagues. I enjoyed the in–class group activities and the participation of our lecturer to guide us in these sessions."", ""The online course environment was well–organized and accessible, with materials and assignments clearly laid out. However, some of the online explanations for statistical concepts could be more detailed and use more real–life examples to enhance understanding."", ""Overall, I had a really positive experience with the online course environment. The layout was clear and easy to follow, which made it simple to find lectures, assignments, and extra resources when I needed them. I liked how the discussion boards and instructor feedback kept me connected, even though we weren’t in a physical classroom. The flexibility of the online format was a big plus for me, as it allowed me to manage my studies alongside other responsibilities. While I sometimes missed face–to–face interaction, the course still felt engaging and supportive, and it definitely helped me stay motivated and on track."", ""It was quiet good"", ""With its well–structured contents and unambiguous instructions, the online course environment was simple to use.  The technology enabled a seamless learning experience by making lectures, assignments, and materials easily accessible."", ""I had an in person experience"", ""No online work was done unless you're referring to the tools, like JMP, we had access to take the course""]",
